latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,cleaning_reason
-0.1877,109.3206,312.4,3.7,1.8,2021-02-26,1548,Terra,MODIS,78,6.03,284.6,72.3,N,0,iqr_outlier_or_duplicate
-0.4311,109.4081,307.5,3.7,1.8,2021-02-26,1548,Terra,MODIS,54,6.03,275.0,59.9,N,0,iqr_outlier_or_duplicate
-0.2438,109.3344,306.0,3.7,1.8,2021-02-26,1548,Terra,MODIS,40,6.03,280.3,49.0,N,0,iqr_outlier_or_duplicate
-0.4328,109.414,323.8,2.6,1.5,2021-02-26,1846,Aqua,MODIS,100,6.03,279.4,93.1,N,0,iqr_outlier_or_duplicate
-0.4414,109.4291,317.7,2.6,1.5,2021-02-26,1846,Aqua,MODIS,95,6.03,280.1,69.6,N,0,iqr_outlier_or_duplicate
-0.4381,109.4063,327.2,2.6,1.5,2021-02-26,1846,Aqua,MODIS,100,6.03,281.6,107.5,N,0,iqr_outlier_or_duplicate
-0.4465,109.412,315.9,2.6,1.5,2021-02-26,1846,Aqua,MODIS,92,6.03,281.7,61.0,N,0,iqr_outlier_or_duplicate
-0.1892,109.3323,318.3,4.3,1.9,2021-02-27,232,Terra,MODIS,58,6.03,295.3,72.2,D,0,iqr_outlier_or_duplicate
-2.5748,121.378,339.1,1.2,1.1,2021-02-27,232,Terra,MODIS,90,6.03,297.5,45.2,D,2,iqr_outlier_or_duplicate
-2.5845,121.3768,346.7,1.2,1.1,2021-02-27,232,Terra,MODIS,94,6.03,298.6,62.4,D,2,iqr_outlier_or_duplicate
-2.5808,121.3803,344.5,1.0,1.0,2021-02-27,528,Aqua,MODIS,93,6.03,298.4,44.5,D,2,iqr_outlier_or_duplicate
-2.5061,121.0023,311.2,1.0,1.0,2021-02-27,528,Aqua,MODIS,61,6.03,279.9,7.7,D,0,iqr_outlier_or_duplicate
-2.5821,121.3713,359.3,1.0,1.0,2021-02-27,528,Aqua,MODIS,99,6.03,297.9,78.4,D,2,iqr_outlier_or_duplicate
0.2694,116.9166,339.9,1.6,1.3,2021-02-27,529,Aqua,MODIS,91,6.03,296.4,75.0,D,0,iqr_outlier_or_duplicate
4.1132,96.2128,371.2,1.0,1.0,2021-02-27,709,Aqua,MODIS,100,6.03,310.7,108.8,D,0,iqr_outlier_or_duplicate
-2.6253,111.5688,315.8,1.3,1.1,2021-02-27,1452,Terra,MODIS,92,6.03,280.1,20.7,N,0,iqr_outlier_or_duplicate
-2.6237,111.58,308.3,1.3,1.1,2021-02-27,1452,Terra,MODIS,74,6.03,279.9,12.6,N,0,iqr_outlier_or_duplicate
-2.5473,111.3204,308.1,1.3,1.1,2021-02-27,1452,Terra,MODIS,73,6.03,280.8,13.0,N,0,iqr_outlier_or_duplicate
-2.5489,111.3088,305.0,1.3,1.1,2021-02-27,1452,Terra,MODIS,63,6.03,281.1,10.2,N,0,iqr_outlier_or_duplicate
-2.5491,111.3143,314.2,1.3,1.1,2021-02-27,1452,Terra,MODIS,89,6.03,280.9,19.0,N,0,iqr_outlier_or_duplicate
-0.4393,109.3968,340.9,1.6,1.3,2021-02-27,1453,Terra,MODIS,100,6.03,292.3,88.4,N,0,iqr_outlier_or_duplicate
-0.2316,109.3253,337.3,1.6,1.3,2021-02-27,1453,Terra,MODIS,100,6.03,290.3,79.7,N,0,iqr_outlier_or_duplicate
-0.4372,109.4114,384.4,1.6,1.3,2021-02-27,1453,Terra,MODIS,100,6.03,298.9,350.9,N,0,iqr_outlier_or_duplicate
-0.2295,109.3399,342.2,1.6,1.3,2021-02-27,1453,Terra,MODIS,100,6.03,291.3,96.1,N,0,iqr_outlier_or_duplicate
-0.4381,109.4031,384.6,1.6,1.3,2021-02-27,1453,Terra,MODIS,100,6.03,297.1,353.7,N,0,iqr_outlier_or_duplicate
-0.4361,109.4177,384.8,1.6,1.3,2021-02-27,1453,Terra,MODIS,100,6.03,295.3,355.0,N,0,iqr_outlier_or_duplicate
-0.2303,109.3452,340.8,2.4,1.5,2021-02-27,1750,Aqua,MODIS,100,6.03,289.5,161.2,N,0,iqr_outlier_or_duplicate
0.3678,109.0664,318.6,2.6,1.5,2021-02-27,1750,Aqua,MODIS,97,6.03,288.0,65.9,N,0,iqr_outlier_or_duplicate
-2.5746,121.39,320.0,2.0,1.4,2021-02-27,1751,Aqua,MODIS,100,6.03,280.1,49.4,N,2,iqr_outlier_or_duplicate
-0.4235,109.4127,316.2,2.4,1.5,2021-02-27,1751,Aqua,MODIS,93,6.03,286.3,50.6,N,0,iqr_outlier_or_duplicate
-2.572,121.3719,316.2,2.0,1.4,2021-02-27,1751,Aqua,MODIS,90,6.03,277.6,40.2,N,2,iqr_outlier_or_duplicate
-2.6198,111.5799,306.7,1.5,1.2,2021-02-27,1751,Aqua,MODIS,69,6.03,279.2,15.2,N,0,iqr_outlier_or_duplicate
-0.4399,109.4317,333.7,2.3,1.5,2021-02-27,1751,Aqua,MODIS,100,6.03,289.4,117.2,N,0,iqr_outlier_or_duplicate
-0.4368,109.4108,351.9,2.4,1.5,2021-02-27,1751,Aqua,MODIS,100,6.03,290.5,232.6,N,0,iqr_outlier_or_duplicate
4.1206,96.2145,337.1,1.4,1.2,2021-02-27,1928,Aqua,MODIS,100,6.03,296.1,62.3,N,0,iqr_outlier_or_duplicate
-0.2408,109.3326,343.6,1.0,1.0,2021-02-28,314,Terra,MODIS,92,6.03,294.1,41.3,D,0,iqr_outlier_or_duplicate
-0.4354,109.4035,346.7,1.0,1.0,2021-02-28,315,Terra,MODIS,94,6.03,303.2,48.0,D,0,iqr_outlier_or_duplicate
-2.5882,110.859,310.2,1.0,1.0,2021-02-28,611,Aqua,MODIS,0,6.03,276.7,6.9,D,0,iqr_outlier_or_duplicate
-2.4288,106.2474,327.5,1.8,1.3,2021-02-28,611,Aqua,MODIS,78,6.03,283.0,47.8,D,0,iqr_outlier_or_duplicate
-2.4244,106.2518,339.4,1.8,1.3,2021-02-28,611,Aqua,MODIS,89,6.03,283.0,86.3,D,0,iqr_outlier_or_duplicate
-0.8675,101.0144,312.1,4.3,1.9,2021-02-28,612,Aqua,MODIS,29,6.03,286.8,65.1,D,0,iqr_outlier_or_duplicate
1.0916,104.3713,325.5,2.1,1.4,2021-02-28,612,Aqua,MODIS,83,6.03,292.8,57.5,D,0,iqr_outlier_or_duplicate
-0.8706,101.0218,326.2,4.3,1.9,2021-02-28,612,Aqua,MODIS,79,6.03,286.6,181.6,D,0,iqr_outlier_or_duplicate
-0.8844,101.018,316.0,4.3,1.9,2021-02-28,612,Aqua,MODIS,59,6.03,284.1,97.4,D,0,iqr_outlier_or_duplicate
2.2676,100.3708,311.5,4.3,1.9,2021-02-28,613,Aqua,MODIS,52,6.03,293.1,50.7,D,0,iqr_outlier_or_duplicate
-0.43,109.4014,313.6,2.1,1.4,2021-02-28,1536,Terra,MODIS,83,6.03,279.6,39.7,N,0,iqr_outlier_or_duplicate
-0.4273,109.4202,311.0,2.1,1.4,2021-02-28,1536,Terra,MODIS,73,6.03,279.0,34.9,N,0,iqr_outlier_or_duplicate
-1.4552,127.4467,305.8,1.2,1.1,2021-02-28,1655,Aqua,MODIS,37,6.03,276.9,9.5,N,2,iqr_outlier_or_duplicate
3.7852,117.2419,300.6,2.3,1.5,2021-03-01,518,Aqua,MODIS,21,6.03,272.2,10.3,D,0,iqr_outlier_or_duplicate
-0.2107,109.277,318.4,3.7,1.8,2021-03-01,655,Aqua,MODIS,48,6.03,296.0,55.1,D,0,iqr_outlier_or_duplicate
-2.5739,121.3686,301.1,1.4,1.2,2021-03-01,1440,Terra,MODIS,31,6.03,280.9,7.1,N,2,iqr_outlier_or_duplicate
-2.5788,121.3787,318.6,1.2,1.1,2021-03-01,1738,Aqua,MODIS,97,6.03,281.0,22.2,N,2,iqr_outlier_or_duplicate
-2.795,110.8764,344.4,1.4,1.2,2021-03-02,559,Aqua,MODIS,92,6.03,294.6,68.4,D,0,iqr_outlier_or_duplicate
1.4513,109.1148,354.6,1.6,1.2,2021-03-02,600,Aqua,MODIS,97,6.03,298.2,124.0,D,0,iqr_outlier_or_duplicate
1.4644,109.1273,341.4,1.6,1.2,2021-03-02,600,Aqua,MODIS,91,6.03,298.2,71.2,D,0,iqr_outlier_or_duplicate
1.4534,109.1289,346.7,1.6,1.2,2021-03-02,600,Aqua,MODIS,94,6.03,297.4,90.4,D,0,iqr_outlier_or_duplicate
1.0714,109.108,339.5,1.6,1.2,2021-03-02,600,Aqua,MODIS,90,6.03,295.6,71.8,D,0,iqr_outlier_or_duplicate
3.9001,108.1336,332.8,1.7,1.3,2021-03-02,601,Aqua,MODIS,85,6.03,301.5,54.1,D,0,iqr_outlier_or_duplicate
0.6226,103.2336,306.4,1.2,1.1,2021-03-02,1524,Terra,MODIS,68,6.03,279.8,10.1,N,0,iqr_outlier_or_duplicate
3.1629,98.3787,337.0,2.6,1.5,2021-03-02,1525,Terra,MODIS,100,6.03,279.3,161.1,N,1,iqr_outlier_or_duplicate
3.1667,98.4033,334.2,2.6,1.5,2021-03-02,1525,Terra,MODIS,100,6.03,287.7,145.0,N,1,iqr_outlier_or_duplicate
-2.5773,121.3779,332.3,1.4,1.2,2021-03-03,207,Terra,MODIS,87,6.03,281.0,43.5,D,2,iqr_outlier_or_duplicate
-2.5856,121.3775,322.1,2.5,1.5,2021-03-03,503,Aqua,MODIS,75,6.03,291.3,54.3,D,2,iqr_outlier_or_duplicate
-2.5777,121.3704,322.0,2.5,1.5,2021-03-03,503,Aqua,MODIS,64,6.03,290.6,50.2,D,2,iqr_outlier_or_duplicate
-0.4148,102.7267,317.1,1.0,1.0,2021-03-03,643,Aqua,MODIS,45,6.03,278.6,11.5,D,0,iqr_outlier_or_duplicate
1.3229,102.3269,366.5,1.0,1.0,2021-03-03,643,Aqua,MODIS,100,6.03,292.6,100.9,D,0,iqr_outlier_or_duplicate
1.3306,102.3182,303.2,2.5,1.5,2021-03-03,1607,Terra,MODIS,54,6.03,269.7,26.8,N,0,iqr_outlier_or_duplicate
1.3359,102.3249,304.7,1.5,1.2,2021-03-03,1904,Aqua,MODIS,59,6.03,279.5,12.6,N,0,iqr_outlier_or_duplicate
1.3331,102.3316,324.4,1.5,1.2,2021-03-03,1904,Aqua,MODIS,100,6.03,281.1,42.7,N,0,iqr_outlier_or_duplicate
1.337,102.4489,325.1,2.3,1.5,2021-03-04,1512,Terra,MODIS,100,6.03,285.1,72.9,N,0,iqr_outlier_or_duplicate
1.3244,102.4349,325.9,2.3,1.5,2021-03-04,1512,Terra,MODIS,100,6.03,285.6,76.8,N,0,iqr_outlier_or_duplicate
1.3304,102.4761,303.4,2.3,1.5,2021-03-04,1512,Terra,MODIS,17,6.03,279.7,13.0,N,0,iqr_outlier_or_duplicate
1.3274,102.4556,381.1,2.3,1.5,2021-03-04,1512,Terra,MODIS,100,6.03,283.8,535.7,N,0,iqr_outlier_or_duplicate
1.3446,102.3201,317.6,2.4,1.5,2021-03-04,1512,Terra,MODIS,95,6.03,289.0,50.6,N,0,iqr_outlier_or_duplicate
1.3313,102.3222,317.6,2.4,1.5,2021-03-04,1512,Terra,MODIS,95,6.03,288.5,52.1,N,0,iqr_outlier_or_duplicate
1.3358,102.3267,327.1,2.4,1.5,2021-03-04,1512,Terra,MODIS,100,6.03,289.0,87.3,N,0,iqr_outlier_or_duplicate
1.3309,102.4511,333.2,3.9,1.8,2021-03-04,1809,Aqua,MODIS,100,6.03,282.0,239.8,N,0,iqr_outlier_or_duplicate
1.3438,102.306,305.7,4.0,1.9,2021-03-04,1809,Aqua,MODIS,36,6.03,283.2,50.6,N,0,iqr_outlier_or_duplicate
1.3233,102.4453,324.9,3.9,1.8,2021-03-04,1809,Aqua,MODIS,100,6.03,281.1,161.3,N,0,iqr_outlier_or_duplicate
1.3505,102.3115,309.0,4.0,1.9,2021-03-04,1809,Aqua,MODIS,64,6.03,282.8,65.2,N,0,iqr_outlier_or_duplicate
1.3397,102.4477,307.6,3.9,1.8,2021-03-04,1809,Aqua,MODIS,55,6.03,281.6,56.8,N,0,iqr_outlier_or_duplicate
1.3387,102.3411,321.0,3.9,1.8,2021-03-04,1809,Aqua,MODIS,100,6.03,282.8,139.1,N,0,iqr_outlier_or_duplicate
1.3183,102.4525,348.3,1.1,1.0,2021-03-05,333,Terra,MODIS,94,6.03,296.7,56.4,D,0,iqr_outlier_or_duplicate
1.3277,102.4538,361.7,1.1,1.0,2021-03-05,333,Terra,MODIS,100,6.03,299.8,93.3,D,0,iqr_outlier_or_duplicate
1.3383,102.3158,379.5,1.1,1.0,2021-03-05,333,Terra,MODIS,100,6.03,298.7,166.5,D,0,iqr_outlier_or_duplicate
1.3368,102.3256,366.0,1.1,1.0,2021-03-05,333,Terra,MODIS,100,6.03,298.9,110.8,D,0,iqr_outlier_or_duplicate
1.3291,102.4441,381.0,1.1,1.0,2021-03-05,333,Terra,MODIS,100,6.03,300.9,169.7,D,0,iqr_outlier_or_duplicate
1.3197,102.4428,363.8,1.1,1.0,2021-03-05,333,Terra,MODIS,100,6.03,297.5,100.2,D,0,iqr_outlier_or_duplicate
1.3394,102.3037,378.2,1.4,1.2,2021-03-05,631,Aqua,MODIS,100,6.03,301.9,217.9,D,0,iqr_outlier_or_duplicate
1.3328,102.3111,375.3,1.4,1.2,2021-03-05,631,Aqua,MODIS,100,6.03,303.6,202.0,D,0,iqr_outlier_or_duplicate
1.3345,102.3233,372.3,1.4,1.2,2021-03-05,631,Aqua,MODIS,100,6.03,305.8,182.4,D,0,iqr_outlier_or_duplicate
1.3363,102.3354,340.4,1.4,1.2,2021-03-05,631,Aqua,MODIS,90,6.03,299.2,56.4,D,0,iqr_outlier_or_duplicate
1.3285,102.4287,334.8,1.5,1.2,2021-03-05,1555,Terra,MODIS,100,6.03,291.6,58.4,N,0,iqr_outlier_or_duplicate
1.346,102.3183,332.5,1.5,1.2,2021-03-05,1555,Terra,MODIS,100,6.03,291.5,52.5,N,0,iqr_outlier_or_duplicate
1.3259,102.4355,340.4,1.5,1.2,2021-03-05,1555,Terra,MODIS,100,6.03,292.6,75.7,N,0,iqr_outlier_or_duplicate
1.3303,102.442,329.5,1.5,1.2,2021-03-05,1555,Terra,MODIS,100,6.03,292.5,45.6,N,0,iqr_outlier_or_duplicate
2.7162,99.7989,301.0,1.1,1.0,2021-03-05,1851,Aqua,MODIS,37,6.03,277.8,7.4,N,0,iqr_outlier_or_duplicate
1.3491,102.3295,310.6,1.0,1.0,2021-03-05,1851,Aqua,MODIS,79,6.03,278.9,10.1,N,0,iqr_outlier_or_duplicate
1.3519,102.311,303.0,1.0,1.0,2021-03-05,1851,Aqua,MODIS,53,6.03,275.3,6.3,N,0,iqr_outlier_or_duplicate
1.7261,101.271,300.6,1.0,1.0,2021-03-05,1851,Aqua,MODIS,22,6.03,272.9,5.2,N,0,iqr_outlier_or_duplicate
1.3354,102.4226,311.7,1.1,1.0,2021-03-05,1851,Aqua,MODIS,64,6.03,281.1,10.4,N,0,iqr_outlier_or_duplicate
1.3505,102.3203,318.7,1.0,1.0,2021-03-05,1851,Aqua,MODIS,97,6.03,278.3,17.8,N,0,iqr_outlier_or_duplicate
1.34,102.3282,311.0,1.0,1.0,2021-03-05,1852,Aqua,MODIS,81,6.03,279.4,10.8,N,0,iqr_outlier_or_duplicate
1.3414,102.3189,327.5,1.0,1.0,2021-03-05,1852,Aqua,MODIS,100,6.03,279.2,27.4,N,0,iqr_outlier_or_duplicate
1.3427,102.3097,312.7,1.0,1.0,2021-03-05,1852,Aqua,MODIS,85,6.03,275.2,12.9,N,0,iqr_outlier_or_duplicate
1.3386,102.3375,302.8,1.0,1.0,2021-03-05,1852,Aqua,MODIS,52,6.03,279.8,5.6,N,0,iqr_outlier_or_duplicate
1.3416,102.3297,321.2,3.5,1.8,2021-03-06,415,Terra,MODIS,0,6.03,285.7,77.4,D,0,iqr_outlier_or_duplicate
1.3477,102.3239,318.5,3.5,1.8,2021-03-06,415,Terra,MODIS,53,6.03,286.1,70.6,D,0,iqr_outlier_or_duplicate
1.329,102.4495,331.3,3.6,1.8,2021-03-06,415,Terra,MODIS,73,6.03,289.4,153.4,D,0,iqr_outlier_or_duplicate
1.3338,102.4179,316.2,3.6,1.8,2021-03-06,415,Terra,MODIS,0,6.03,286.8,50.7,D,0,iqr_outlier_or_duplicate
-2.5773,121.3734,305.6,1.0,1.0,2021-03-08,226,Terra,MODIS,48,6.03,276.5,6.5,D,2,iqr_outlier_or_duplicate
-2.5786,121.3826,306.5,1.0,1.0,2021-03-08,226,Terra,MODIS,52,6.03,274.8,7.3,D,2,iqr_outlier_or_duplicate
3.0847,97.9093,344.1,1.0,1.0,2021-03-08,702,Aqua,MODIS,92,6.03,300.8,42.7,D,0,iqr_outlier_or_duplicate
-2.5847,121.3646,318.1,1.9,1.3,2021-03-10,509,Aqua,MODIS,69,6.03,279.6,34.2,D,2,iqr_outlier_or_duplicate
-2.5824,121.3809,318.6,1.9,1.3,2021-03-10,509,Aqua,MODIS,70,6.03,280.8,35.0,D,2,iqr_outlier_or_duplicate
2.5732,100.1894,348.0,1.0,1.0,2021-03-10,650,Aqua,MODIS,94,6.03,298.0,47.2,D,0,iqr_outlier_or_duplicate
2.5744,100.1985,346.0,1.0,1.0,2021-03-10,650,Aqua,MODIS,93,6.03,302.7,44.2,D,0,iqr_outlier_or_duplicate
-2.5796,121.3801,328.9,3.4,1.7,2021-03-11,256,Terra,MODIS,77,6.03,279.6,150.3,D,2,iqr_outlier_or_duplicate
-2.5844,121.3867,326.5,3.4,1.7,2021-03-11,256,Terra,MODIS,75,6.03,279.1,132.4,D,2,iqr_outlier_or_duplicate
-2.5783,121.3702,341.5,1.8,1.3,2021-03-11,552,Aqua,MODIS,91,6.03,295.8,95.0,D,2,iqr_outlier_or_duplicate
-2.5901,121.3725,345.2,1.8,1.3,2021-03-11,552,Aqua,MODIS,88,6.03,293.9,111.8,D,2,iqr_outlier_or_duplicate
4.3946,95.8899,329.4,2.1,1.4,2021-03-11,733,Aqua,MODIS,73,6.03,294.5,62.4,D,0,iqr_outlier_or_duplicate
0.476,103.2559,303.0,1.6,1.2,2021-03-11,1518,Terra,MODIS,52,6.03,274.1,12.7,N,0,iqr_outlier_or_duplicate
0.4754,103.2617,300.0,1.6,1.2,2021-03-11,1518,Terra,MODIS,3,6.03,271.3,9.0,N,0,iqr_outlier_or_duplicate
1.3453,102.4458,349.5,1.0,1.0,2021-03-12,339,Terra,MODIS,95,6.03,296.8,50.5,D,0,iqr_outlier_or_duplicate
1.3424,102.4504,316.9,4.7,2.0,2021-03-13,421,Terra,MODIS,0,6.03,286.5,100.2,D,0,iqr_outlier_or_duplicate
1.3432,102.4457,317.5,4.7,2.0,2021-03-13,421,Terra,MODIS,0,6.03,286.6,106.4,D,0,iqr_outlier_or_duplicate
-2.5872,121.3786,346.9,1.1,1.1,2021-03-13,540,Aqua,MODIS,94,6.03,296.1,57.8,D,2,iqr_outlier_or_duplicate
-1.559,120.3483,315.3,1.1,1.0,2021-03-13,540,Aqua,MODIS,68,6.03,278.9,11.6,D,0,iqr_outlier_or_duplicate
1.35,102.4426,330.1,3.5,1.8,2021-03-13,720,Aqua,MODIS,59,6.03,291.3,129.1,D,0,iqr_outlier_or_duplicate
1.3479,102.4537,359.6,1.3,1.1,2021-03-14,326,Terra,MODIS,99,6.03,302.6,109.1,D,0,iqr_outlier_or_duplicate
0.5638,103.1884,353.4,1.6,1.2,2021-03-14,624,Aqua,MODIS,97,6.03,288.3,122.6,D,0,iqr_outlier_or_duplicate
1.3515,102.4464,368.3,1.7,1.3,2021-03-14,625,Aqua,MODIS,100,6.03,301.4,226.5,D,0,iqr_outlier_or_duplicate
1.3492,102.4311,354.3,1.7,1.3,2021-03-14,625,Aqua,MODIS,97,6.03,299.8,140.1,D,0,iqr_outlier_or_duplicate
0.5748,103.1868,331.5,1.6,1.2,2021-03-14,625,Aqua,MODIS,56,6.03,290.9,45.4,D,0,iqr_outlier_or_duplicate
1.347,102.4156,348.3,1.7,1.3,2021-03-14,625,Aqua,MODIS,89,6.03,297.5,111.2,D,0,iqr_outlier_or_duplicate
0.5671,103.1954,341.0,1.6,1.2,2021-03-14,625,Aqua,MODIS,69,6.03,288.8,69.4,D,0,iqr_outlier_or_duplicate
1.3422,102.4634,331.6,1.7,1.3,2021-03-14,625,Aqua,MODIS,82,6.03,298.2,46.0,D,0,iqr_outlier_or_duplicate
0.565,103.1815,336.7,1.6,1.2,2021-03-14,625,Aqua,MODIS,67,6.03,288.9,55.5,D,0,iqr_outlier_or_duplicate
1.3399,102.4481,350.2,1.7,1.3,2021-03-14,625,Aqua,MODIS,95,6.03,301.5,117.9,D,0,iqr_outlier_or_duplicate
1.3537,102.4617,334.6,1.7,1.3,2021-03-14,625,Aqua,MODIS,87,6.03,297.0,56.6,D,0,iqr_outlier_or_duplicate
1.3542,102.4461,344.5,1.2,1.1,2021-03-14,1549,Terra,MODIS,100,6.03,294.8,62.4,N,0,iqr_outlier_or_duplicate
1.3558,102.4567,341.5,1.2,1.1,2021-03-14,1549,Terra,MODIS,100,6.03,294.9,56.1,N,0,iqr_outlier_or_duplicate
-2.5784,121.3825,331.8,1.8,1.3,2021-03-14,1708,Aqua,MODIS,100,6.03,290.9,71.2,N,2,iqr_outlier_or_duplicate
-2.5768,121.3936,309.0,3.1,1.7,2021-03-16,1656,Aqua,MODIS,76,6.03,285.9,48.8,N,2,iqr_outlier_or_duplicate
-2.5744,121.3871,313.4,3.1,1.7,2021-03-16,1656,Aqua,MODIS,82,6.03,284.6,66.2,N,2,iqr_outlier_or_duplicate
-2.5729,121.3678,301.6,3.1,1.7,2021-03-16,1656,Aqua,MODIS,40,6.03,279.1,26.7,N,2,iqr_outlier_or_duplicate
-2.5842,121.3773,346.1,1.0,1.0,2021-03-17,219,Terra,MODIS,94,6.03,297.1,48.2,D,2,iqr_outlier_or_duplicate
-1.6359,121.9367,349.1,1.3,1.1,2021-03-17,516,Aqua,MODIS,95,6.03,297.1,75.3,D,0,iqr_outlier_or_duplicate
-2.578,121.3751,311.5,1.4,1.2,2021-03-17,1439,Terra,MODIS,54,6.03,274.1,20.2,N,2,iqr_outlier_or_duplicate
-0.8804,133.1935,324.5,1.9,1.4,2021-03-18,421,Aqua,MODIS,82,6.03,277.9,56.1,D,0,iqr_outlier_or_duplicate
-0.8781,133.2098,317.5,1.9,1.4,2021-03-18,421,Aqua,MODIS,76,6.03,278.6,37.5,D,0,iqr_outlier_or_duplicate
-2.5873,121.3776,335.2,2.4,1.5,2021-03-18,558,Aqua,MODIS,87,6.03,292.1,108.9,D,2,iqr_outlier_or_duplicate
-2.583,121.3683,313.1,4.4,1.9,2021-03-18,1344,Terra,MODIS,81,6.03,285.2,105.8,N,2,iqr_outlier_or_duplicate
-2.5843,121.3747,312.6,4.4,1.9,2021-03-18,1344,Terra,MODIS,79,6.03,285.0,105.3,N,2,iqr_outlier_or_duplicate
-1.8765,113.8471,310.3,4.5,2.0,2021-03-19,642,Aqua,MODIS,49,6.03,288.6,47.9,D,0,iqr_outlier_or_duplicate
-2.5703,121.3828,303.5,1.0,1.0,2021-03-19,1726,Aqua,MODIS,55,6.03,278.0,6.1,N,2,iqr_outlier_or_duplicate
-2.5793,121.3815,350.1,1.0,1.0,2021-03-19,1726,Aqua,MODIS,100,6.03,278.8,63.7,N,2,iqr_outlier_or_duplicate
-2.578,121.3726,328.8,1.0,1.0,2021-03-19,1726,Aqua,MODIS,100,6.03,277.9,28.1,N,2,iqr_outlier_or_duplicate
-2.5915,121.373,310.8,4.3,1.9,2021-03-21,451,Aqua,MODIS,27,6.03,286.5,55.0,D,2,iqr_outlier_or_duplicate
0.1211,102.5579,341.8,1.4,1.2,2021-03-21,631,Aqua,MODIS,91,6.03,295.1,61.6,D,0,iqr_outlier_or_duplicate
-0.5022,102.7514,332.9,1.5,1.2,2021-03-21,1554,Terra,MODIS,100,6.03,277.9,59.4,N,0,iqr_outlier_or_duplicate
-0.5003,102.7647,320.2,1.5,1.2,2021-03-21,1554,Terra,MODIS,100,6.03,275.8,33.0,N,0,iqr_outlier_or_duplicate
-2.5828,121.3713,332.0,1.5,1.2,2021-03-22,238,Terra,MODIS,87,6.03,292.9,46.0,D,2,iqr_outlier_or_duplicate
0.6925,102.7631,303.9,3.9,1.8,2021-03-22,415,Terra,MODIS,48,6.03,273.7,28.9,D,0,iqr_outlier_or_duplicate
0.6867,102.7548,303.9,3.9,1.8,2021-03-22,415,Terra,MODIS,53,6.03,273.5,32.9,D,0,iqr_outlier_or_duplicate
-0.1378,102.7976,304.1,4.1,1.9,2021-03-22,416,Terra,MODIS,47,6.03,279.4,39.4,D,0,iqr_outlier_or_duplicate
-2.5743,121.3868,319.3,1.5,1.2,2021-03-24,1744,Aqua,MODIS,98,6.03,281.1,31.9,N,2,iqr_outlier_or_duplicate
-2.5851,121.3857,300.8,1.5,1.2,2021-03-24,1744,Aqua,MODIS,34,6.03,280.5,8.2,N,2,iqr_outlier_or_duplicate
-2.5723,121.3732,311.0,1.5,1.2,2021-03-24,1744,Aqua,MODIS,81,6.03,280.4,19.6,N,2,iqr_outlier_or_duplicate
-2.588,121.3611,315.0,1.9,1.3,2021-03-26,510,Aqua,MODIS,45,6.03,272.4,30.1,D,2,iqr_outlier_or_duplicate
-6.3739,108.3799,338.0,2.3,1.5,2021-03-29,245,Terra,MODIS,67,6.03,287.7,122.0,D,2,iqr_outlier_or_duplicate
-2.5875,121.3773,343.9,1.1,1.1,2021-03-29,540,Aqua,MODIS,92,6.03,291.8,53.1,D,2,iqr_outlier_or_duplicate
-0.773,101.4238,306.2,2.2,1.5,2021-03-30,624,Aqua,MODIS,28,6.03,278.5,14.6,D,0,iqr_outlier_or_duplicate
0.1578,102.2374,307.6,1.9,1.3,2021-03-30,624,Aqua,MODIS,39,6.03,279.7,9.2,D,0,iqr_outlier_or_duplicate
-2.5837,121.3783,327.8,1.0,1.0,2021-04-02,219,Terra,MODIS,46,6.03,280.2,23.7,D,2,iqr_outlier_or_duplicate
-1.9791,124.4182,310.9,1.0,1.0,2021-04-02,516,Aqua,MODIS,44,6.03,277.7,7.4,D,0,iqr_outlier_or_duplicate
1.303,99.9119,309.1,1.0,1.0,2021-04-02,655,Aqua,MODIS,29,6.03,280.2,5.5,D,0,iqr_outlier_or_duplicate
-2.4375,133.1411,306.2,1.0,1.0,2021-04-03,1643,Aqua,MODIS,67,6.03,280.7,8.2,N,0,iqr_outlier_or_duplicate
-2.5836,121.3709,334.0,1.4,1.2,2021-04-04,207,Terra,MODIS,88,6.03,279.4,48.2,D,2,iqr_outlier_or_duplicate
-2.5854,121.3829,329.4,1.4,1.2,2021-04-04,207,Terra,MODIS,86,6.03,279.6,38.4,D,2,iqr_outlier_or_duplicate
-2.5808,121.3776,339.3,1.4,1.2,2021-04-04,207,Terra,MODIS,91,6.03,280.4,61.6,D,2,iqr_outlier_or_duplicate
-2.5732,121.3726,308.7,1.4,1.2,2021-04-04,207,Terra,MODIS,60,6.03,279.3,7.0,D,2,iqr_outlier_or_duplicate
-2.575,121.3847,309.4,1.4,1.2,2021-04-04,207,Terra,MODIS,59,6.03,279.6,8.4,D,2,iqr_outlier_or_duplicate
-2.5798,121.376,321.3,2.5,1.5,2021-04-04,503,Aqua,MODIS,60,6.03,280.7,58.8,D,2,iqr_outlier_or_duplicate
-0.2132,109.4061,334.8,2.2,1.4,2021-04-04,642,Aqua,MODIS,87,6.03,300.7,76.1,D,0,iqr_outlier_or_duplicate
-0.2105,109.4184,329.4,2.2,1.4,2021-04-04,642,Aqua,MODIS,81,6.03,298.5,54.3,D,0,iqr_outlier_or_duplicate
